Issue key,Technology,Model Category,Category Confidence,Root Cause,Root Cause Theme
BT-205785,BT,YB/Lost,0.99,Root cause for Signature verification failure is not available yet. This is currently under investigation by ROM team.,Security / Signature / Validation
BT-205482,BT,Connectivity,0.15296317337771956,"1: Change in HP bios configuration structure , was not aligned with driver configuration code .
2:  Regression due to CFA refactoring patch ",Firmware Config / Parameter / Tuning
BT-205148,BT,YB/Lost,0.1336747662540388,Root caused the issue to be same as BT-149082,Insufficient Root-Cause Detail
BT-205123,BT,Connectivity,0.99,"The previous fix of doing soft disconnect to recover from USB Erratic error was not working with integrated solution.
So protecting the USB soft disconnect on erratic error for discreate products only.",Insufficient Root-Cause Detail
BT-204781,BT,Connectivity,0.17844219430588198,Root cause for Signature verification failure is not available yet. This is currently under investigation by ROM team.,Security / Signature / Validation
BT-195182,BT,Connectivity,0.1375698570430242,"When device is D0, driver tries to schedule a wake request which failed in particular situation which caused IOCTL to fail. So driver can check the device state, if it is already in D0, driver will not send wakereq.",Driver-OS Interface / API / OID
BT-194974,BT,Connectivity,0.10813665031171538,"When IOCTL for MSFT LE commands received from app, sniffing api for sniffing the cfa events is having a wrong check to filter msft commands separately.",Driver-OS Interface / API / OID
BT-194945,BT,YB/Lost,0.99,"Host is sending a bad USB packet leading to the USB controller on the BT side stuck with an erratic error.
Recovery with soft disconnect is solving the USB stuck issue",Insufficient Root-Cause Detail
BT-189625,BT,YB/Lost,0.99,Root cause is not available yet. Debug is in progress from ROM side. Root cause to be tracked through BT-200018,Insufficient Root-Cause Detail
BT-188974,BT,Connectivity,0.14045371322145353,Scripts changes,Insufficient Root-Cause Detail
BT-188956,BT,Connectivity,0.17572173630428084,"Root cause is not available yet. Debug is in progress from ROM side.  Root cause to be tracked through BT-200018, BT-167825",Insufficient Root-Cause Detail
BT-188774,BT,YB/Lost,0.47158318012584266,Build issue fixed in 23.10,Insufficient Root-Cause Detail
BT-188132,BT,Connectivity,0.16871298612990224,"When Instadock feature is enabled, scan state change confirmation
message of LC is handled by TILE handlers though TILE feature is
not at all enabled.

Added a variable to track if offload scan is enabled by Instadock,
if so, then scan cfm msg from LC to be handled by the Instadock module.",Insufficient Root-Cause Detail
BT-187756,BT,YB/Lost,0.30249941066429664,Fix is in 23.10,Insufficient Root-Cause Detail
BT-186855,BT,Connectivity,0.99,"Host is sending a bad USB packet leading to the USB controller on the BT side stuck with an erratic error.
Recovery with soft disconnect is solving the USB stuck issue",Insufficient Root-Cause Detail
BT-186086,BT,Connectivity,0.2692476590729603,"See details at https://jira.idoc.intel.com/browse/BT-179325

",Insufficient Root-Cause Detail
BT-185348,BT,Connectivity,0.13048103269528596,"Issue:

When any IOCTL sent from app, While synchronizing these command/resp with KeWaitForSingleObject and KeSetEvent, LastCmdSent and LastRespRexd are reset after KeSetEvent and tx thread scheduled immediately sending next command which got synchronization issue.

Solution:

LastHciCmdSent and LastHciCmdRxd are reset and then signalled with KeSetEvent which resolved the synchronization of Tx and Rx threads.",Power State / Reset / PLDR
BT-183232,BT,HLK,0.36579862338867875,"details in https://jira.idoc.intel.com/browse/BT-180465 
[HLK][22H2][GfP] Bluetooth - HciExtensionsV2 (Development and Integration) fails with received 0 advertisements, but expected at least 16.",Insufficient Root-Cause Detail
BT-180619,BT,Connectivity,0.2904150236309711,There was a design gap when the aux pointer is far(>15ms) in primary adv for secondary adv. As a result we were hiting LC_BC_WATCH_DOG.,Memory / Pointer / Resource Handling
BT-179319,BT,Connectivity,0.2012982660715478,Feature support should be limited to solar and quasar products .  Future products does not requires this support,Insufficient Root-Cause Detail
BT-178977,BT,Connectivity,0.11563233048212913,•	Certification in FCC was done wrongly with a version that did not reach to high power,Insufficient Root-Cause Detail
BT-177620,BT,Connectivity,0.3070942766437457,"Adding HCI_LE_Set_Host_Channel_Classification to align with change in WREQ-194415

This requirement included comamnd for BR/EDR AFH channels configuration, but didn`t included the same command for LE. Misfit found by DRTU testing.",Firmware Config / Parameter / Tuning
BT-177314,BT,Connectivity,0.3142841409814884,Same root cause as BT-143012. This is propagation JIRA to Solar+JfP branch.,Insufficient Root-Cause Detail
BT-173841,BT,Connectivity,0.20942485069986955,Classic Mouse lags in Coex as result of redundant REDO_PREPROC processes and a wrong attempt/timeout offset calculation.,Insufficient Root-Cause Detail
BT-173022,BT,Connectivity,0.2138924516331977,"In few cases we observed that L and R are not
in sync for Teams call for CIS connection.
This is due to DMA being configured in voice use
case as soon as first data path is set, added a check
to not queue buffers if tx path is not set.",Firmware Config / Parameter / Tuning
BT-168393,BT,Connectivity,0.11088632478619895,"When Application is exercising stress test on CFA ADV API's through IOCTL's, synchronization between the IOCTL is missing due to missing last Sent HCI Command and Last Received HCI Event assignment check in the implementation.",Driver-OS Interface / API / OID
BT-163505,BT,Connectivity,0.20251075922218487,"'
When statistic counters are reset by default, both ACL and SCO
counters are reset. However, if there is no active SCO connection,
the existing code still resets the counter, which can lead to the
reset of invalid memory.

Duplicate of https://jira.idoc.intel.com/browse/BT-148273",Power State / Reset / PLDR
BT-162869,BT,Connectivity,0.16747869012925146,There is a global device context stored in the driver extension which is added in device add callback and removed in device context cleanup. In the device reset scenario there is a race condition happening where new device add is happening before the previous device cleanup which is causing device be null in the driver ext.,Race / Timing / Interrupt Ordering
BT-161655,BT,Connectivity,0.16818433439147992,"As per the Original Requirement, the Audio Offload feature enablement / disablement will be controlled at BIOS level. However, The OEMs will use Different configuration connectivity cards on the same BIOS. 
The GaP is POR for Audio Offload. However, OEM used TyP on the same MTL Platform for testing  and  resulted into Audio Offload configuration issue.",Firmware Config / Parameter / Tuning
BT-154743,BT,Connectivity,0.99,"Peer is accepting connection and making role switch.
Role switch is passing good however, Intel DUT (Peripheral now) is
sending LMP_Set_AFH following the role switch.

The root cause for this issue is a race between the processing of
RS message and lmp-accepted-for-host-conn-request-packet.

RS and LMP don't pass the same flow:
Role switch related messages:	BC-> LC-> LLC-> LM
PDU packet reception:		BC-> LC-> LM

Since PDU packet reception has fewer steps than RS, LM may move to the
new role (slave role) too late.
When lmp-accepted-for-host-conn-request-packet is received at LM,
LM layer can still be in the old role (master)
i.e., LM is in old role, and LC is in the new role.

As a fix, the setup complete process is postponed till RS message is
processed by LM layer.",State Machine / Flow Handling
BT-147291,BT,Connectivity,0.99,"DRTU tool reports crash in ibtusc dll, when connect/disconnect
Apis are ran in a loop for many iterations.
Crash is observed randomly, when ReadAcl Rx thread handler
is not cleanup properly on disconnect api().This fix add
changes to exit/terminate Read thread synchronously whenever
disconnect api is called",Driver-OS Interface / API / OID
BT-147271,BT,Connectivity,0.1517280854615131,"'
In LC when we move to TTD switch FSM, we block reception of  LMP PDUs until LM layer is updated on the new  Role.
Once LM layer gets notified from LLC on new Role( on success / failure), it resumes the reception of LMP PDUs thus avoiding the race condition of role state across the threads(layers) in our FW.",State Machine / Flow Handling
BT-144316,BT,Connectivity,0.232403780006017,Classic Mouse lags in Coex as result of redundant REDO_PREPROC processes and a wrong attempt/timeout offset calculation.,Insufficient Root-Cause Detail
BT-144293,BT,Connectivity,0.16249455802620458,Tile support for HRP SKU was missed to add during refactoring of Cfa feature . .This fix  added it back  to provide the support for HRP and to resolve this issue ,Insufficient Root-Cause Detail
BT-143012,BT,Connectivity,0.2532877597927456,The IOP device is using one extra byte in the beginning of the mSBC header as padding pdu. The fw implementation for mSBC cannot handled unaligned frames.  The current change is WA to allow this extra padding byte.,Firmware Config / Parameter / Tuning
BT-141646,BT,Connectivity,0.13843656548647473,nan,Insufficient Root-Cause Detail
BT-141643,BT,Connectivity,0.99,"There was a BWA refactoring in 2016 time frame and the use case which is failing now was now never part of the general HID/A2DP use case where the bandwidth is completely exhausted because of continuous Rx traffic on a link.
It is seen only in a special gaming controller.",Insufficient Root-Cause Detail
BT-138108,BT,Connectivity,0.21695320666885407,Added the functionality for valid short name to display in UI ,Insufficient Root-Cause Detail
BT-138107,BT,Connectivity,0.19926583996797448,nan,Insufficient Root-Cause Detail
BT-128355,BT,Connectivity,0.10623695795246316,Remove 32 bit installers,Insufficient Root-Cause Detail
BT-122614,BT,Connectivity,0.99,"CQDDR retransmit control algorithm checked that
we have a low modulation Packet Type(2DH1 in that case-EDR) that is different from the pending Packet Type that was DM1.
the fix is that the algorithm must change modulation only from high rate to low rate and not in any case the low rate is different from the pending Packet Type
to low.",Insufficient Root-Cause Detail
